"Mickleham","51.268","-0.321","London"
"Preveza","38.95","20.73","Athens"
"Castlegregory","52.255549","-10.02099","Dublin"
"Casa","41.900833","2.760556","Madrid"
"Austin","30.267222","-97.743056","Chicago"
"Cary","35.791667","-78.781111","New_York"
"Black Forest","39.060825","-104.67525","Denver"
"Hoopa","41.050278","-123.674167","Los_Angeles"
"Coín","36.6589","-4.757","Madrid"
